Artwork_ID,Artwork_Title,Artwork_Tag,Comments_count,Likes_count
869,Banana,"['Digital 2D', '', 'painting', '', 'sketch', '', 'traditional paint']",0,6
8705,👧🏻,"['Illustration', 'Portraits', 'Sketches', 'Girl', 'Girls', 'Portrait', 'Portraits', 'Female', 'Sketch', 'Sketches', 'Illustration', 'Digitalart', 'Digitalpaintings', 'Illustrations']",0,15
4936,On The Run,"['Digital 2D', 'Concept Art', 'Matte Painting', 'Environmental Concept Art & Design']",1,18
6850,The Power Of Nature,"['Digital 3D', 'Fantasy', 'Environmental Concept Art & Design', 'Games and Real-Time 3D Environment Art']",2,36
3039,Goku Ultra Instinct,"['Digital 3D', 'Anime & Manga', 'Fan Art', 'Character Modeling', 'dragonball', 'zbrush', 'goku']",0,6
5273,Post-Apocalyptic Dune Buggy,"['Digital 3D', 'Real-time', 'Vehicles', 'Automotive', 'Hard Surface', 'post', 'apocalyptic', 'dune', 'buggy', 'vehicle', '3d', '3dmodel']",0,7
2114,Diorama,"['Digital 3D', 'Architectural Visualization', 'Architectural Concepts', 'Environmental Concept Art & Design']",0,5
5022,PROCEDURAL ROOF,"['Digital 3D', 'Game Art', '', 'videogames', '', 'textures', '', 'environment', '', 'procedural', '', 'madewithsubstance', '', 'lowpoly']",0,3
2357,Eleven night waves - #918 by chair house 04122021,,0,8
8627,给飞车手游设计的牛年赛车~御炎神兵,,0,10
3705,Kaf,"['Digital 2D', 'Anime & Manga', 'Fan Art', 'Portraits', 'Virtual YouTuber', 'Kaf']",0,30
7585,Witch,,0,8
1305,Cardslinger,"['Digital 2D', 'Fantasy', 'Character Design', 'tiefling', 'cardslinger', 'dnd', 'dnd5e']",0,6
6665,Tenebris,"['Digital 2D', 'Props', 'Illustration']",1,10
967,Beyond Skyrim: Elsweyr Painted Aged Wood Planks,"['Game Art', 'Textures & Materials', 'Architectural Concepts', 'wood', 'skyrim', 'Beyond Skyrim', 'Elsweyr', 'Painted Wood', 'Chipping Paint', 'Worn', 'Cracked', 'Aged', 'Substance Designer', 'Unreal Engine', 'Wood Planks', 'Cabin']",1,21
4267,Market district,"['Digital 2D', 'Digital 3D', 'Fantasy', 'Concept Art', 'Environmental Concept Art & Design']",1,24
8465,元宵节,"['Digital 2D', 'Game Art', 'Illustration']",0,17
3373,Howl Pendragon,"['Illustration', 'Anime & Manga', 'Fan Art', 'howlsmovingcastle', 'howlpendragon', 'fanart', 'anime', 'studioghibli']",0,3
8009,harry potter hogwarts big room,"['Digital 3D', 'Architectural Visualization', 'Cover Art', 'harry potter', 'cinema 4d', 'hogwarts', 'octane render']",0,5
8341,wall,['Digital 2D'],0,5
97,101 Dalmatians Mug,"['Digital 3D', '3D Printing', 'Character Modeling']",2,14
2026,Demon Hunter | Character Skin,"['Digital 3D', 'Real-time', 'Game Art', 'Stylized', 'Character Modeling', 'Character', 'Hunter', 'Model', 'Lowpoly', 'Female', 'Elf', 'Woman', 'Stylized', 'Game', 'fantasy', 'art', 'realtime', 'gameready', 'diorama']",0,8
7127,Tunnel,"['Digital 3D', '3d', 'render', 'houdini', 'modeling']",0,3
1685,Connected,"['Digital 2D', 'Digital 3D', 'Traditional Ink', 'Science Fiction', 'Props', 'Abstract', 'theater', 'assets', 'show', 'concept', 'illustration', 'visual', 'look development']",0,11
8427,【Conte】HeartfulSF Alien Nekobon Ep02 c001_005,"['Digital 2D', 'Animation', 'Storyboards', 'nekobon', 'conte', 'Storyboard shooting']",0,33
4850,OC Alien - Yulanian,"['Digital 2D', 'Science Fiction', 'Illustration', 'Character Design', 'alien', 'extraterrestrial', 'species', 'machine', 'body modification', 'humanoid', 'scifi', 'mercenary']",0,4
7153,UE4 Configurator Mercedes GTR,"['Digital 3D', 'Real-time', 'Vehicles', 'Automotive', 'Games and Real-Time 3D Environment Art']",2,6
2108,Dino Family,"['Digital 2D', 'Concept Art', ""Children's Art"", 'illustration', 'child', 'dinosaur', 'family', 'son', 'mother', 'cute', 'egg', 'digital', '2d']",0,27
1861,DEMON HUNTERS_Frank,,1,5
4175,Ma vieille frimousse,"['Digital 2D', 'Illustration', 'Portraits', 'Stylized', 'digitalillustration', 'portraitdrawing', 'characterdrawing']",0,5
1345,"Cat or indigenous form of ?..........................(zbrush sculpt,polypainting)","['Digital 3D', 'Animation', '3D Printing', 'Fantasy', 'Character Design', 'Character Modeling', '3dmodelling', 'zbrush', 'pixologic', 'polypaint', '', '3d', '', 'artist', '', 'support', 'fantasy', 'character', 'concept', 'catgirl']",0,3
8301,tchoo tchoo,['Digital 3D'],0,12
2893,Gajarpan (hybrid giraffe/snake/mushroom) + 5e statblock,"['Digital 2D', '5e', 'monster', 'rpg', 'roleplaying']",0,3
2602,Fantasy sword,"['Digital 3D', 'Fantasy', 'Weapons', 'Abstract']",0,41
7540,Whiskey,"['Digital 3D', 'Realism', 'Stylized', 'Whiskey', 'realism', 'digital', 'illustration']",0,3
3075,Grand piano,"['Digital 3D', 'Real-time', 'Traditional Sculpture', 'Game Art', 'Props', 'Games and Real-Time 3D Environment Art', 'grand piano', 'piano', 'bench', 'carpet', 'paper', 'Wood']",0,9
4782,Night forest in the middle of the Urals,"['Digital 2D', 'Digital 3D', 'Real-time', 'Environmental Concept Art & Design', 'Games and Real-Time 3D Environment Art', 'Gameplay & Level Design', 'game', 'levels', 'slavs', 'tree', 'God', 'dark forest', 'plants', '3d', '3d sculpting']",1,9
6078,Six Fanart Part 2,"['Anime & Manga', 'Fan Art', 'Character Animation', 'Venom', 'Six arts', 'fan art', 'snow white', 'princess', 'historia reiss', 'anime', 'sandman', 'nagisa shiota', 'cecil aijima', 'attack on titan']",0,3
4704,Nautical Outdoor Wall Lamp,"['Digital 3D', 'Game Art', 'Still Life', 'Lighting', 'Lamp', 'Lighting']",0,9
4638,My SmirnovSchool props,"['Digital 2D', 'Props', 'Mecha', '2dart', 'cgart', 'gamedesign', 'gameart', 'props']",0,20
2261,Dude! You hit for real!,['Illustration'],0,3
926,Bear's dreams,"['Digital 2D', 'Creatures', 'Illustration', 'Animals & Wildlife']",0,34
1510,Chroma,"['Digital 2D', 'Illustration', 'Portraits', '', 'girl', '', 'illustratio', '', 'gesture', '', 'composition', '', 'portrait']",0,4
7786,a fine delicacy,"['Digital 2D', 'Concept Art', 'Animals & Wildlife', 'Stylized', 'eel', 'pizza']",0,5
3934,Lego Self Portrait,"['Traditional Ink', 'Portraits', 'Stylized']",0,7
3546,Invoker (fan art),"['Digital 2D', 'Fantasy', 'Game Art', 'Fan Art', 'DotaII', 'Dota2', 'Invoker', 'InvokerFanArt', 'FanArt']",0,4
5903,"Sci-fi robot (+weapon, motorcycle and environmental concept art)","['Digital 2D', 'Concept Art', 'Game Art', 'Character Design', '', 'Digital 2D', 'Concept Art', '', 'Science Fiction', '', 'Character Design', '', 'scifi', '', 'character', '', 'weapon', '', 'design', '', 'characterdesign', 'Robot', 'Robots', 'Woman', 'Future', 'Environmental Concept Art']",0,3
1875,DROS - Game Concept Art - The Furnace,"['Digital 2D', 'Concept Art', 'Game Art', 'Gameplay & Level Design', '', 'gameart', '', 'conceptart', '', 'furnace', '', 'stagedesign', '', 'environmentdesign', '', 'stylized', '', 'watercolor']",0,9
128,2/4/2021,"['Digital 2D', 'Concept Art', 'Environmental Concept Art & Design', 'Cover Art', 'ice', 'snowy', 'mountain', 'sunset', 'sunrise', 'adventure', 'journey', 'powerlines', 'lights', 'moon', 'lofi', 'album cover', 'lake', 'background', 'book cover', 'japan', 'Cenote', 'Cave', 'Fire', 'Forest', 'Field', 'Flowers', 'cyberpunk', 'valley', 'train', 'flowerfield']",0,32
6109,Sketches,"['Digital 2D', 'Concept Art', 'Illustration', 'Visual Development', 'Concept art', 'Sci fi']",1,18
7458,Warhammer,"['Digital 3D', 'Weapons', 'Hard Surface', 'Realism']",0,5
2649,Feu Vert Commercial - Hyena Fur Groom,"['Digital 3D', 'Live Action CG/VFX', 'Animals & Wildlife', 'VFX for Film, TV & Animation', 'Character Animation', 'character', 'creature', 'fur', 'groom', 'simulation', 'animation', 'commercial', 'animal', 'wildlife', 'cg fur', 'vfx fur', 'cg character', 'vfx character', 'cg creature', 'vfx creature']",0,11
886,Bash 2,"['Digital 2D', 'Fan Art', 'Portraits', 'Character Design', 'graphic design', 'gta', 'gta5', 'gtav', 'grand theft auto 5', 'no pixel', 'lysium', 'benji', 'benji ramos', 'ash', 'ash ketchup', 'ash on lol']",1,7
8462,任璇-场景作业【虹市】,"['Digital 3D', 'Games and Real-Time 3D Environment Art']",0,5
8394,Тортик,"['Digital 2D', 'Concept Art', 'Game Art', 'Props']",0,4
8650,谷雨~游江南~,,1,7
5007,PARAESTHESIA,"['Digital 2D', 'Digital 3D', 'Mixed Media', 'Game Art', 'Games and Real-Time 3D Environment Art', 'Horror']",0,5
4739,Neptunite Automaton,"['Digital 2D', 'Concept Art', 'Science Fiction', 'Character Design', 'robot', 'scifi', 'fantasy', 'automaton', 'futuristic', 'hollow', 'armor', 'katana', 'sword']",1,8
2902,Game Art #03,"['Digital 2D', 'Digital 3D', 'Game Art', 'Environmental Concept Art & Design', 'Character Design', 'game', 'art', 'mobile', 'cute', 'environment', 'prop', 'design', 'blender', '3d']",1,33
6302,Spirou : Fondation Z,"['Digital 2D', 'Traditional Ink', 'Mixed Media', 'Comic Art', 'comics', 'spirou', 'coloring']",0,7
2125,Discovery of temples,"['Digital 3D', 'Real-time', 'Live Action CG/VFX', 'Architectural Visualization', 'Architectural Concepts', 'Rome', 'Classic', 'Grece', 'tower', 'pillar', 'iconic', 'temples', 'Egypt']",1,5
3776,Knife WW2,"['Digital 3D', 'Game Art', 'Props', 'Weapons', '', 'Digital 3D', '', '3D Art', '', '3D Model', '', 'Game Art', '', '3DsMax', '', 'Marmoset Toolbag', '', 'Weapons', '', 'ZBrush', '', 'Props', '', 'WW2']",0,37
8571,每日练习,"['Digital 2D', 'Traditional Paint', 'Mixed Media', 'Concept Art', 'Cover Art', 'Fan Art', 'Justice League', 'fanart']",0,12
2874,GIGA TOM-MY \2/,"['Real-time', 'Mixed Media']",0,4
6632,Tales of Brazil - Cataratas do Iguaçu - Paraná Brazil,"['Digital 2D', 'Digital 3D', 'Concept Art', 'Architectural Concepts', 'Environmental Concept Art & Design', 'cataratas do iguaçu']",0,9
1881,DTIYS by Jyundee,"['Digital 2D', 'Illustration', 'Fan Art', 'Realism', 'dtiys', 'drawthisinyourstyle', 'jyundee', 'illustration', 'cloud', 'girl', 'digitalart']",0,10
7346,Viking house of wisdom,"['Digital 2D', 'Digital 3D', 'Concept Art', 'Game Art']",1,9
316,A more alien looking Tali'Zorah,"['Digital 3D', 'Science Fiction', 'Fan Art', 'Portraits', 'mass effect', 'tali zorah', 'fanart', 'alien', 'quarian', 'bioware']",0,23
8451,中国风女性,"['Digital 3D', 'Anime & Manga']",2,26
6864,"The Rookies Contest Project WIP. I Have Named The Project ''Lazarus Syndrome""""","['Digital 3D', 'Real-time', 'Game Art', 'Games and Real-Time 3D Environment Art', 'Gameplay & Level Design', 'Environment', 'game', '3d', 'ue4', 'unreal engine', 'substance painter']",1,7
6342,Starry,"['Digital 2D', 'Fantasy', 'Creatures', 'Dragon']",0,24
3006,Gladiator Character Class Concept,"['Digital 2D', 'Fantasy', 'Concept Art', 'Character Design', 'design', 'character', 'class', 'gladiator', 'concept', 'conceptart']",0,23
2403,Enforcer with Nemesis. Risk of Rain 2,['Digital 2D'],0,6
550,Android Fighter Abrona,"['Digital 2D', 'Traditional Dry Media', 'Comic Art', 'Anime & Manga', 'android girl', 'fighter', 'kicking pose']",0,6
7209,Unicorn - The Forestmaster,"['Digital 2D', 'Traditional Dry Media', 'Fantasy', 'Creatures', 'Anatomy', 'pencil', 'unicorn', 'dungeons', 'dragons', 'dnd', 'd&d', 'dragonlance', 'forgotten realms', 'mythical', 'creatures', 'b&w']",0,5
2666,Final Battle,"['Digital 2D', 'Fantasy', 'Concept Art', 'Illustration', 'illustration', 'conceptart', 'personalproject', 'fullillustration', 'battle', 'finalbattle', 'armor', 'design', 'characterdesign']",0,3
8637,苍云姐姐永不倒下,"['Digital 2D', 'Fan Art']",0,14
1093,Bolt,"['Digital 3D', 'Concept Art', 'Games and Real-Time 3D Environment Art', 'Hard Surface']",0,5
639,Architectural animation,"['Digital 3D', 'Animation', 'Architectural Visualization', 'VFX for Film, TV & Animation', '3dsmax', 'lumion', 'animation', 'architecture']",1,5
7864,city,"['Digital 2D', 'Concept Art']",1,4
5637,Rival Order - Next in Line,"['Digital 2D', 'Concept Art', 'Illustration', 'Cover Art', 'Cover Artwork', 'Music Art', 'Music Artwork', 'Digital Art', 'Digital Artwork', 'Artwork', 'Matte Painting', 'Photomanipulation', 'Miguel Firewolf', 'Firewolf', 'Metal Band', 'Metal Cover Art', 'Metal Cover Artwork', 'Digital Painting', 'Digital illustration', 'Samurai', 'Fire']",0,7
7301,Vegeta Yadrat,"['Digital 3D', 'Anime & Manga', 'Character Design', 'vegeta', 'yadrat', 'dragonballz', 'dragon', 'dbz', 'prince', 'goku']",1,10
2180,Dota 2: Highpoly Troll Warlord Set,"['Digital 3D', 'Game Art', 'Dota2', '3d', 'highpoly', 'zbrush']",0,4
4423,Mikasa,"['Digital 2D', 'Anime & Manga', 'Fan Art', 'Portraits', 'mikasa', 'ackerman', 'attack on titan', 'shinheki no kyojin', 'titan', 'anime']",0,8
7087,Traveler,['Digital 3D'],0,4
2439,Eren Jaeger,"['Digital 2D', 'Anime & Manga', 'Fan Art', 'Portraits', 'eren jaeger', 'attack on titan', 'shingeki no kyojin', 'attack on titan fanart', 'anime fanart', 'eren jaeger fanart', 'manga fanart', 'portrait painting', 'portrait drawing', 'illustration']",1,12
1845,D _ turnarounds,"['Digital 2D', 'Animation', 'Concept Art', 'Character Design', 'Character Animation', 'character', 'turnarounds']",0,34
1496,Chinese landscape,"['Digital 2D', 'Matte Painting', 'Illustration', 'Book Illustration', 'mountains', 'tree']",0,4
2793,Fox,"['Digital 2D', 'Illustration', 'Animals & Wildlife', 'Stylized', 'fox', 'animal', 'animal illustration', 'wildlife', 'digital painting', 'photoshop', 'forest']",4,4
7157,UE4 The Suicide Of Rachel Foster Environment,"['Digital 3D', 'Real-time', 'Game Art', 'Games and Real-Time 3D Environment Art', 'unreal engine', 'games', 'game art', '3D art', 'environment', 'realtime', 'the suicide of rachel foster']",0,7
8700,１５🐾,,0,26
7391,"Vulcain RougeSang, miniature, Tales of the Rift","['Digital 3D', '3D Printing', 'Fantasy', 'Board & Card Game Art', 'Character Modeling']",2,10
6100,Sketch20210415,"['Digital 2D', 'Character Design', 'Sketch', 'doodle']",0,28
7058,"Tove, Lars & Röki","['Illustration', ""Children's Art"", 'Fan Art', '', 'gamefanart', '', 'childrenillustration', '', 'roki']",2,5
7314,Verde Snake Boots,"['Digital 3D', 'Concept Art', 'Science Fiction', 'Realism', 'boots', 'asset', 'snake', 'dakini', 'verde']",0,14
8290,sunset purple,"['Digital 2D', 'Matte Painting', 'Digital2D', 'Photoshop', 'Character Design']",1,59
2424,Environment illustrations,"['Digital 2D', 'Environmental Concept Art & Design', 'Book Illustration']",0,5
4276,Marvel Masterstudy #3: Jubilee,"['Digital 2D', 'Science Fiction', 'Comic Art', 'Fan Art', '', 'masterstudy', '', 'jubilee', '', 'marvelmasterpieces']",0,3
956,Berserk fanart,"['Anime & Manga', 'Fan Art', 'Sketches', 'berserk', 'fanart', 'guts', 'anime', 'manga', 'animeart', 'mangaart', 'sketch', 'tmtd']",0,5
8122,model 5,,0,3
3029,Goddess (Study),"['Digital 3D', 'Fan Art', 'Abstract', 'Character Modeling', 'zbrush', 'keyshot', 'character3d']",2,30
2002,Deep Jungle,"['Digital 2D', 'Fantasy', 'Concept Art', 'Illustration', 'wallpaper', 'drawing', 'fantasy', 'wacom', 'colorful', 'dark', 'forest', 'figures']",0,4
5808,Saint Seiya - Aldebaran / Touro,"['Digital 3D', '3D Printing', 'Hard Surface', 'Character Modeling', 'saint seiya', 'aldebaran', 'taurus', 'character', '3dprint']",0,14
3818,LEATHER,"['Digital 3D', 'Animation', 'Textures & Materials', 'Lighting', 'Realism', 'leather', 'simulation', 'maya', 'autodesk', 'vray', 'lighting', 'rendering', 'shading', 'fabric']",0,7
6972,Thief,"['Digital 2D', 'Fantasy', 'Illustration', 'Character Design']",0,4
4393,Mermay 2020,"['Digital 2D', 'Fantasy', 'Anatomy', 'Character Design', '', 'Mermay', '', 'Mermaid', '', 'Girl', '', 'Nature', '', 'Ocean', '', 'Sea', '', 'Sky', '', 'Clouds', '', 'Digitalpainting', '', 'DigitalIllustration']",1,4
5528,Realism Practice WIP (BTVS Spike),"['Digital 3D', 'Fan Art', 'Realism', 'Character Modeling', 'wip', 'Vampire', '90s', 'buffy', 'pop culture', 'spike', 'btvs', 'william the bloody', '90s show']",0,11
2880,GRANO17 Café Gourmet,"['Digital 3D', 'Industrial & Product Design', 'Lighting', 'Realism', '', 'product', '', 'design', '', 'coffee']",0,5
2965,Geralt of Rivia,"['Concept Art', 'Illustration', 'Character Design', 'Geralt', 'Geraltofrivia', 'Cartoon geralt', 'The Witcher 3', 'The Withcer fan art', 'Geralt Fan art', 'Procreate illustration', 'Stylized character']",0,5
3665,João Luiz,"['Digital 3D', 'Character Design', 'Character Modeling', 'Character Animation', 'cartoon', 'render', 'character', 'vray', 'zbrush', 'stylized', 'black', 'afro', 'hair', 'polygon', 'bbb', 'joao', 'skin', 'light', 'photoshop', '3d']",0,11
5197,Player Animations - Lich Lite (College Capstone Project),"['Digital 3D', 'Animation', 'Character Animation']",0,7
5315,Princesa Rachel e Zalah - OC,"['Digital 2D', 'Fantasy', 'Illustration', 'ZALAH', 'RACHEL', 'PRINCESA RACHEL', 'OC', 'FURRY', 'HARPIA', 'ZOMBIE', 'JOGANDO VOLEI', 'ZALAH HARPY', 'RACHEL ZOMBIE']",1,4
7861,chef 2,"['Digital 2D', 'Game Art', '2d', 'game art']",0,4
5698,Rope girl,['Digital 2D'],0,3
952,Bench Grinder,"['Digital 3D', 'Props', 'Industrial & Product Design', 'blender', 'substancepainter', 'unrealengine', 'bench', 'grinder', 'benchgrinder', 'prop', 'industrial', 'tool', 'toolbox']",0,11
256,40 Hardest Art Style Challenge,"['Digital 2D', 'Mixed Media', 'Comic Art', 'Anime & Manga', 'Portraits', 'art challenge', 'style challenge', 'art style', 'challenge', '40 styles', '20 styles', 'portraits', 'chun li', 'chunli', 'street fighter', 'streetfighter', 'capcom', 'realism', 'surrealsim', 'pop art', 'cartoon', 'manga', 'anime', 'comic', 'renaissance', 'impressionism']",0,6
8560,木乃伊,,0,19
4781,Night Vision,"['Digital 2D', 'Digital 3D', 'Mixed Media', 'Concept Art', 'Environmental Concept Art & Design', 'Stylized', 'arnold', 'procedural', 'c++', 'procreate', 'abstract', 'night', 'vision', 'fall', 'octopus', 'cold', 'warm', 'illustration', 'maya', 'nuke', 'fx', 'mtoa', 'vfx', 'shader', 'environment', 'scan', 'shading']",0,16
834,Baby mechmon Evo. XVII For Flintpunk,"['Digital 2D', 'Mecha', 'Animals & Wildlife', 'Character Design', 'monster', 'mechamon', 'pokemon', 'digimon', 'zoids', 'Evolution']",0,12
2097,Digital matte painting - Maleficent mistress of evil,"['Digital 2D', 'Digital 3D', 'Live Action CG/VFX', 'Matte Painting', 'VFX for Film, TV & Animation']",1,10
7805,april artwork 2021,"['Digital 2D', 'Architectural Visualization', 'Anime & Manga', 'Book Illustration', 'illustration', 'artwork', 'anime', 'digital art']",0,9
7403,WELCOME TO ZULU,['Digital 2D'],0,3
4041,London 1800 | Full 3D CGI,"['Digital 3D', 'Textures & Materials', 'Environmental Concept Art & Design', 'VFX for Film, TV & Animation', 'London 1800', 'Environment']",1,20
7079,Transicion,"['Digital 2D', 'Animation']",0,3
5217,Pokémon GameBoy Advance,"['Digital 3D', 'Props', 'Hard Surface', 'Stylized', 'pokémon', 'gameboy', 'nintendo']",0,9
4090,Low Poly House,"['Digital 3D', 'Environmental Concept Art & Design', 'Stylized', '3D', 'House', 'Tree', 'Blender', 'Low Poly', 'Game', 'Asset', 'Props']",0,8
6597,THANKS GOD THEY FALL IN FOURS,"['Digital 2D', 'Anime & Manga', 'Character Design', 'Digital2D', 'Digital Art', 'Nakara']",0,9
6556,Sweet Melon,['Digital 2D'],0,3
783,Azpiris´s LaColmena - FanArt Redisigned,"['Digital 2D', 'Concept Art', 'Fan Art', 'Character Design', 'azpiri', 'alfonso', 'la colmena', 'spectrum', 'videogame', '1990', '1992', 'amstrad']",0,73
1347,Catelyn,"['Digital 2D', 'Creatures', 'Illustration', 'Fan Art', 'azarinthhealer', 'creature', 'firefox', 'cakes', 'giantmonster', 'skulking', 'thief', 'cakethief']",0,29
1998,Decal Machine Decals - PWR,"['Digital 3D', 'Hard Surface', '', 'mbt3d', '', '3D', '', 'CG', '', 'ProductDesign', '', 'b3d', '', 'IndustrialDesign', '', 'Assets', '', 'Props', '', 'Kits', '', 'HardSurface', '', 'Design ', 'Modelling', '', 'boxcutter', '', 'decalMachine', '', 'Hardops']",0,14
4199,Magical Forest,"['Digital 2D', 'Digital 3D', 'Mixed Media', 'Fantasy', 'Concept Art', 'Environmental Concept Art & Design', 'forest', 'fantasy illustration', 'fire', 'paint', 'trees', 'concept art', 'grass', 'painterly', 'olis', 'traditional', 'melee attack', 'sunrise', 'afternoon', 'magic', 'magical', 'environment', 'fall', 'river', 'tropical place', 'vegetation', 'bridge', 'spell', 'dragonfly', 'waterfall', 'help']",1,12
4553,Mortal Kombat_ Raiden,"['Digital 2D', 'Fan Art']",0,8
4515,Monster,"['Digital 2D', 'Creatures', 'Illustration', 'Lighting', 'monster', 'creature', 'green', 'forest', 'lagoon', 'reflection', 'night']",0,5
5094,Pearl,"['Digital 2D', 'Fantasy', 'Character Design', 'fairy', 'fairies', 'faebruary']",0,29
4108,Lucky Bamboo Assett. Presentation Scene,"['Digital 3D', 'Game Art', 'Textures & Materials', 'Games and Real-Time 3D Environment Art', 'bamboo', 'asset', 'presentation']",0,10
4455,Miss Fox's pondering...,['Digital 2D'],0,3
5635,Rising dust...,"['Digital 2D', 'Fantasy', 'Concept Art', 'Illustration', 'illustration', 'fantasyart', 'Creatures', 'Dragon', 'Dragons', 'Conceptart', 'Creaturedesign']",0,11
5292,Practicas de animacion,"['Digital 2D', 'Animation']",0,3
1276,Can you see it?,"['Digital 2D', 'Illustration', 'Abstract', '2d', 'abstract', 'illustration', 'photoshop', 'trees', 'life', 'death', 'light', 'darkness', 'see', 'colors', 'contrast']",0,6
7638,Work In Progress(Stylized Character),"['Digital 3D', 'Mixed Media', 'Stylized', 'Character Modeling', 'maya', '3d model', 'modeling', 'birdhouse', 'substance painter', 'zbrush', 'character modeling', 'stylized character', 'sculpt']",0,7
172,233. Tiles#19 + SBS [STORE],"['Digital 3D', 'Textures & Materials', '3d', 'textures', 'Design', '3dsmax', 'Game art', 'cryengine', 'pbr', 'tutorial', 'unity', 'Material', 'Texture', 'render', 'detail', 'free', 'education', 'gamedev', 'unrealengine', 'tileable', 'seamless', 'Iray', 'download', '3dmodelling', 'Blender', 'Marmoset', 'workflow', 'C4D', 'Digital 3D', 'Substance', 'developer', 'vRay', 'redshift', 'textures&materials', 'sbs', 'gamedeveloper', 'indietextures']",0,9
7696,Yoh Asakura (fan art),"['Digital 2D', 'Anime & Manga', 'Fan Art', 'shaman king', 'yoh asakura', 'shaman king anime', 'anime', 'hiroyuki takei']",0,3
4011,Little Fox's performance,['Digital 2D'],0,3
4277,Marvel Masterstudy #4: Mojo,"['Digital 2D', 'Science Fiction', 'Comic Art', 'Fan Art', '', 'masterstudy', '', 'mojo', '', 'marvelmasterpieces']",0,3
7891,cosmo girl,"['Digital 2D', 'Game Art', 'cosmo', '2d', 'game art', 'game']",2,4
309,A bit ero of Mitsuboshi Colors,['Digital 2D'],0,3
2887,GUNBOUND 3D MODELS,"['Digital 3D', '3D Printing', 'Game Art', 'Character Design', 'Character Modeling', 'game', 'gamer', 'badass', 'gun', '3d', 'print', 'amazing', 'war', 'vehicles']",1,3
5982,Sexy_girl_№2,"['Digital 2D', 'Lighting', 'Portraits', 'girl', 'nude', 'sexy', 'erotic']",4,33
1485,Chika want shopping with someone,['Digital 2D'],0,3
854,Bag sports,"['Digital 3D', 'Props', 'Industrial & Product Design', 'Realism', 'Blender', '3D', 'Model', 'Bag', 'Sport', 'PBR', 'Texture', 'Design']",0,8
465,Alice: Madness Returns,"['Digital 2D', 'Game Art', 'Illustration', 'Fan Art', 'Alice: Madness Returns']",0,4
2576,Fanart,"['Digital 2D', 'Anime & Manga', 'Fan Art', 'Lord of Heroes']",0,34
5501,Randomness,"['Digital 2D', 'Concept Art', 'Creatures', 'Character Design']",0,6
8049,jyundee5,"['Digital 2D', 'Concept Art', 'Illustration', 'Fan Art', 'drawthisinyourstyle', 'dtiys', 'jyundee5', 'jewerly', 'jewels', 'deity', 'clouds', 'jyundee', 'clip studio paint', 'illustration', 'art', 'design', 'night', 'stars', 'sparkles', 'albino', 'pastel colors', 'pastel palette', 'timelapse', 'character']",0,3
6232,South Afrika trip,['Digital 2D'],0,3
6655,Team Pfizer,"['Digital 2D', 'Digital 3D', 'Concept Art', 'Illustration', 'Vaccine', 'vaccination', 'new world', 'covid', 'visdev', 'team']",0,5
5125,Pets are our family!,['Digital 2D'],0,3
2334,Eileen,"['Digital 2D', 'Fantasy', 'Illustration', 'Portraits', 'rpg characters', 'roleplay', 'wow', 'world of warcraft', 'warcraft', 'high elf', 'half elf', 'portrait', 'priest', 'priestess']",0,8
7057,Tour guide who wishes for beautiful life,['Digital 2D'],0,3
8063,lamborghini huracan,"['Digital 3D', 'Automotive', 'Realism', 'VFX for Real-Time & Games', 'car', 'realism', 'lamborghini huracan']",0,9
7282,Value study,"['Digital 2D', 'Illustration', 'Fan Art', 'Portraits']",0,6
5606,Retro Plasma Gun,"['Digital 2D', 'Concept Art', 'Props']",0,32
8317,tracing work,['Digital 2D'],0,3
5807,Sailormoon redraw challenge!!!!,['Digital 2D'],0,4
6320,Stanley Kubrick - Caricature,"['Digital 3D', 'Character Modeling', 'stanley kubrick']",0,6
6341,Starlite Hospital,,0,5
5481,Railroad,"['Digital 3D', 'Environmental Concept Art & Design', 'Realism', 'Digital 3D', 'Environmental Concept Art', 'cycles', 'Blender', 'ligtning', 'realism', 'landscape', 'clouds', 'tree', 'grass', 'railroad', 'wires', 'pole', 'factory', 'fog']",0,5
5710,Royal Natal National,['Digital 2D'],0,3
7530,What if I took a wrong turn?,"['Digital 2D', 'Lighting', 'Portraits', 'Realism', 'girl', 'light', 'room', 'asian', 'brown hair', 'emotional', 'portrait', 'warm', 'gray']",0,21
4080,Lovebird,"['Digital 2D', 'Fantasy', 'Illustration']",0,5
5495,Ramlethal Valentine - Guilty Gear,"['Digital 2D', 'Traditional Ink', 'Mixed Media', 'Anime & Manga', 'Cover Art', 'Fan Art', 'manga', 'anime', 'pinups', 'guiltygear']",0,43
3084,Graphic designer,"['Digital 2D', 'Anime & Manga', 'Fan Art', 'Character Modeling']",0,3
1697,Copper,"['Digital 2D', 'Portraits', 'Realism', 'Stylized', 'girl', 'portrait', 'facestudy', 'red']",0,5
6501,Suit of M-Doq,"['Digital 2D', 'Concept Art', 'suit', 'armor', 'lance', 'skull', 'horror', 'm-doq', 'mao']",1,11
7139,Twins,"['Digital 2D', 'Concept Art', 'Creatures', 'Horror', 'horror', 'darkart', 'creepy', 'creature', 'nightmare']",0,5
